#{"t_start": 1778020685.626938, "env_id": "letter-env"}
r,l,t
100.0,37,25581.138403
100.0,25,25583.558139
-70.0,6,25584.316512
120.0,23,25586.46123
100.0,28,25589.253451
-70.0,14,25590.769297
120.0,43,25595.25343
100.0,35,25598.471458
100.0,131,25611.885635
100.0,22,25614.200195
100.0,53,25619.506034
100.0,39,25623.454884
100.0,23,25625.527332
-60.0,12,25626.711431
-50.0,15,25628.244956
120.0,23,25630.661967
-70.0,6,25631.094612
120.0,42,25635.466897
100.0,24,25637.929026
100.0,20,25640.022197
100.0,24,25642.370989
100.0,105,25653.144212
100.0,34,25656.832602
-70.0,28,25659.607322
120.0,21,25661.710834
100.0,26,25664.208467
100.0,23,25666.591658
-70.0,24,25669.119103
120.0,17,25670.813249
100.0,37,25674.677898
100.0,32,25677.795024
100.0,20,25679.760003
100.0,21,25681.844903
100.0,20,25683.923683
100.0,21,25685.932995
100.0,25,25688.388561
-40.0,34,25691.825591
120.0,106,25702.498293
100.0,21,25704.834781
100.0,22,25706.958893
100.0,17,25708.583935
100.0,25,25711.249459
-40.0,24,25713.694404
120.0,54,25719.001975
100.0,29,25721.778598
100.0,28,25724.650651
100.0,23,25727.066881
100.0,46,25731.879315
100.0,23,25734.048886
100.0,49,25739.271271
100.0,24,25741.758745
100.0,46,25746.346345
100.0,19,25748.332585
100.0,77,25756.078284
100.0,19,25758.172435
100.0,19,25760.190042
-40.0,18,25761.747557
120.0,21,25763.785372
100.0,40,25767.885199
100.0,19,25769.865155
-60.0,14,25771.402723
-40.0,22,25773.49479
120.0,27,25776.361414
100.0,19,25778.318181
-40.0,15,25779.564499
120.0,29,25782.691327
100.0,25,25785.078685
-60.0,12,25786.232912
120.0,25,25788.672626
100.0,140,25803.170825
100.0,36,25806.901404
100.0,25,25809.38312
-70.0,18,25811.220584
120.0,29,25814.090054
100.0,19,25816.20403
100.0,27,25818.831937
100.0,34,25822.148498
100.0,21,25824.27506
100.0,19,25826.303788
100.0,23,25828.766551
100.0,17,25830.515345
100.0,21,25832.573097
100.0,21,25834.915025
100.0,27,25837.470421
100.0,21,25839.774181
-60.0,17,25841.373135
120.0,27,25844.110776
100.0,19,25845.88672
100.0,19,25847.922918
100.0,27,25850.733329
100.0,19,25852.729212
100.0,25,25855.141566
100.0,67,25862.107841
100.0,19,25863.861806
-60.0,14,25865.354203
120.0,21,25867.450512
100.0,23,25869.860298
100.0,29,25872.706457
100.0,19,25874.65811
100.0,21,25876.726991
100.0,23,25879.222644
100.0,27,25882.023122
100.0,21,25884.133137
100.0,25,25886.571641
100.0,23,25889.017809
100.0,21,25891.174453
100.0,23,25893.618047
100.0,19,25895.619093
100.0,23,25897.755938
100.0,19,25899.746867
100.0,19,25901.837843
100.0,19,25903.952327
100.0,19,25905.6481
-40.0,13,25907.208464
120.0,19,25909.03522
100.0,19,25911.001342
100.0,33,25914.36608
100.0,32,25917.528283
100.0,22,25919.828785
100.0,21,25921.911115
100.0,23,25924.338799
100.0,19,25926.37506
100.0,29,25929.257401
100.0,21,25931.33507
100.0,19,25933.327427
100.0,21,25935.384595
-70.0,5,25935.797274
120.0,19,25937.768975
100.0,19,25939.761466
100.0,19,25941.667231
100.0,19,25943.440425
100.0,34,25947.101895
-40.0,15,25948.692596
120.0,23,25950.732258
100.0,29,25953.937145
100.0,21,25956.041718
-60.0,12,25957.210916
120.0,21,25959.179784
100.0,23,25961.574613
100.0,21,25963.748469
100.0,21,25965.857201
100.0,23,25968.319825
100.0,17,25970.000376
-60.0,14,25971.519019
120.0,21,25973.503474
100.0,19,25975.53401
100.0,32,25978.736009
100.0,20,25980.765234
100.0,35,25984.555859
-70.0,5,25984.950784
120.0,63,25991.504871
100.0,23,25993.657635
100.0,19,25995.694523
100.0,21,25997.719301
100.0,33,26001.078164
100.0,24,26003.477669
100.0,20,26005.640746
100.0,25,26008.031641
100.0,37,26011.697874
100.0,24,26014.086677
100.0,20,26016.099221
100.0,19,26018.167057
-40.0,15,26019.673162
120.0,24,26022.206158
100.0,21,26024.380494
100.0,21,26026.465037
100.0,21,26028.580037
-60.0,16,26030.104294
120.0,23,26032.434589
100.0,28,26035.251725
100.0,23,26037.690475
100.0,23,26040.059788
100.0,19,26041.830769
100.0,23,26044.207497
100.0,21,26046.33689
-60.0,14,26047.921391
120.0,21,26049.907759
100.0,21,26051.968153
100.0,23,26054.371433
100.0,19,26056.4298
100.0,21,26058.49826
100.0,19,26060.454144
-70.0,16,26062.015723
120.0,19,26064.143353
100.0,27,26066.664479
100.0,21,26069.052759
-60.0,72,26076.451202
-20.0,28,26079.252735
120.0,19,26080.985584
100.0,19,26082.905697
100.0,19,26084.972061
100.0,19,26086.995257
100.0,31,26089.979104
100.0,38,26094.014827
100.0,17,26095.722853
-40.0,13,26096.989877
-40.0,16,26098.558577
120.0,24,26100.987141
100.0,17,26103.020586
100.0,17,26104.761892
-40.0,13,26106.03287
120.0,21,26108.099498
100.0,17,26110.120313
100.0,20,26112.158241
-70.0,7,26112.669451
120.0,19,26114.632594
100.0,17,26116.388542
100.0,23,26118.779144
100.0,23,26121.251504
100.0,19,26123.231233
100.0,23,26125.365596
100.0,25,26128.26591
-70.0,7,26128.76226
120.0,19,26130.796782
100.0,77,26138.582859
100.0,25,26141.288052
-70.0,5,26141.773697
120.0,19,26143.745604
100.0,21,26145.760899
-70.0,5,26146.1876
120.0,20,26148.287561
100.0,19,26150.316224
100.0,23,26152.725567
100.0,21,26154.803019
100.0,33,26158.189852
100.0,19,26160.115623
100.0,19,26162.217447
100.0,17,26163.930193
100.0,25,26166.367153
-40.0,22,26168.622321
120.0,21,26170.678876
-60.0,14,26171.931679
120.0,21,26174.264846
100.0,17,26176.046575
100.0,17,26177.751146
100.0,24,26180.149087
100.0,44,26184.566305
-70.0,20,26186.559628
-20.0,20,26188.468655
120.0,20,26190.540907
100.0,19,26192.578922
-40.0,19,26194.534794
120.0,24,26196.980582
100.0,24,26199.495721
100.0,21,26201.640094
100.0,23,26203.983846
100.0,19,26205.786311
100.0,21,26208.192603
100.0,23,26210.377993
100.0,19,26212.482713
100.0,27,26215.242742
100.0,19,26217.268035
100.0,29,26220.109906
-60.0,12,26221.311614
120.0,19,26223.354066
100.0,34,26226.612486
100.0,76,26234.388663
100.0,19,26236.351267
-70.0,5,26236.820771
120.0,19,26238.810765
100.0,23,26241.279158
-40.0,13,26242.512303
120.0,23,26244.965916
-70.0,7,26245.425112
120.0,21,26247.814473
100.0,19,26249.449825
100.0,23,26251.852114
-40.0,17,26253.456989
120.0,23,26256.001405
100.0,23,26258.444847
100.0,19,26260.413706
100.0,21,26262.471468
100.0,21,26264.632511
100.0,19,26266.649551
100.0,21,26268.805238
100.0,19,26270.805801
100.0,19,26272.79155
100.0,19,26274.607586
100.0,21,26277.039869
100.0,21,26279.213488
100.0,25,26281.577824
100.0,21,26283.623087
100.0,19,26285.725085
100.0,23,26288.078545
100.0,21,26290.082433
100.0,27,26292.97889
100.0,21,26294.973244
100.0,21,26297.053023
100.0,19,26299.129682
100.0,17,26300.859075
100.0,17,26302.87108
100.0,21,26304.949015
100.0,21,26307.035848
100.0,19,26309.079274
100.0,28,26311.976733
-70.0,5,26312.416686
120.0,19,26314.536053
100.0,19,26316.569348
-40.0,21,26318.511685
120.0,19,26320.554798
100.0,20,26322.592425
100.0,19,26324.34356
100.0,17,26326.31007
100.0,25,26328.736814
100.0,19,26330.818498
100.0,21,26332.95592
100.0,37,26336.700036
100.0,25,26339.080142
100.0,19,26341.081764
100.0,21,26343.027592
100.0,22,26345.319715
100.0,22,26347.3567
100.0,17,26349.301429
100.0,17,26351.036415
100.0,17,26352.762529
100.0,23,26355.142309
100.0,19,26357.151661
100.0,17,26358.823046
100.0,19,26360.822216
100.0,19,26362.566701
100.0,21,26364.880922
100.0,19,26366.660594
100.0,19,26368.722703
100.0,23,26371.105765
100.0,21,26373.144287
100.0,38,26377.201669
100.0,28,26379.938712
100.0,24,26382.250801
100.0,20,26384.230013
100.0,21,26386.315586
-40.0,15,26387.790267
120.0,17,26389.480547
100.0,27,26392.347422
100.0,21,26394.371003
100.0,19,26396.376128
100.0,24,26398.786939
100.0,20,26400.959891
100.0,19,26402.5783
100.0,25,26405.236417
100.0,19,26407.056202
100.0,19,26408.950039
100.0,17,26410.659652
100.0,17,26412.624287
100.0,23,26414.71158
100.0,19,26416.774607
100.0,19,26418.773523
100.0,25,26421.251765
100.0,19,26423.176984
100.0,20,26425.216392
100.0,19,26427.245181
100.0,17,26428.933467
100.0,21,26431.025005
100.0,19,26433.063545
100.0,19,26435.026834
100.0,21,26437.013589
100.0,19,26439.0098
100.0,19,26440.810336
100.0,19,26442.887816
100.0,17,26444.605949
100.0,17,26446.56484
100.0,17,26448.372095
100.0,19,26450.321249
100.0,19,26452.075035
-70.0,8,26452.824121
120.0,27,26455.677575
100.0,21,26457.668198
100.0,19,26459.771035
100.0,17,26461.424723
100.0,19,26463.305687
100.0,22,26465.671244
100.0,17,26467.307593
100.0,17,26469.022327
-60.0,12,26470.24818
120.0,17,26471.960146
100.0,19,26474.089086
100.0,17,26475.702443
100.0,19,26477.813274
100.0,17,26479.469653
100.0,17,26481.436448
100.0,17,26483.120728
100.0,19,26485.124624
100.0,17,26486.733457
100.0,19,26488.840721
-40.0,15,26490.06343
120.0,21,26492.474079
100.0,21,26494.426229
100.0,17,26496.199548
100.0,19,26498.185777
100.0,19,26500.243907
100.0,17,26501.968836
100.0,23,26504.270918
100.0,23,26506.476055
100.0,23,26508.926659
100.0,19,26510.955325
100.0,19,26513.112637
100.0,23,26515.175306
100.0,23,26517.607489
100.0,19,26519.680915
-40.0,15,26521.259621
120.0,19,26523.010752
100.0,22,26525.304418
100.0,21,26527.384254
100.0,17,26529.099575
-40.0,15,26530.748002
120.0,23,26533.162102
100.0,17,26534.851678
100.0,17,26536.610183
100.0,17,26538.58415
100.0,25,26540.988521
100.0,21,26543.028594
100.0,17,26544.760869
100.0,17,26546.661044
100.0,19,26548.438013
100.0,21,26550.818546
100.0,17,26552.474117
100.0,21,26554.613509
-40.0,16,26556.141384
120.0,17,26557.88464
100.0,21,26560.143014
100.0,19,26561.825305
100.0,17,26563.810881
100.0,23,26565.875521
100.0,17,26567.872632
100.0,21,26569.910675
100.0,17,26571.533343
100.0,19,26573.568921
100.0,17,26575.305018
100.0,17,26576.93902
100.0,17,26578.944341
100.0,25,26581.418751
100.0,27,26584.324536
100.0,19,26586.005638
100.0,23,26594.238091
100.0,21,26596.363818
100.0,19,26598.24009
100.0,17,26599.975628
100.0,23,26602.508327
100.0,22,26604.964011
100.0,17,26606.767471
100.0,24,26609.206795
100.0,27,26612.024137
-40.0,71,26618.964293
120.0,26,26621.744408
-70.0,5,26622.216653
120.0,24,26624.739951
100.0,17,26626.561877
-60.0,10,26627.819606
120.0,33,26631.035491
100.0,17,26632.709476
100.0,23,26635.028899
-40.0,20,26637.059249
120.0,17,26638.743266
-40.0,17,26640.681173
120.0,23,26642.839475
100.0,20,26644.967946
-70.0,5,26645.738998
120.0,17,26647.35852
100.0,21,26649.47067
100.0,21,26651.54133
100.0,19,26653.49889
100.0,21,26655.616546
100.0,19,26657.606491
100.0,19,26659.630242
100.0,35,26663.410289
100.0,19,26665.13226
100.0,19,26667.180417
-40.0,18,26668.973444
120.0,23,26671.040958
100.0,17,26673.035379
100.0,19,26674.704921
100.0,17,26676.598266
100.0,17,26678.339947
100.0,17,26680.054902
-40.0,15,26681.669182
120.0,17,26683.368917
100.0,21,26685.479752
100.0,21,26687.730162
100.0,19,26689.47272
100.0,17,26691.476613
100.0,17,26693.224175
100.0,17,26694.852121
-60.0,10,26695.962111
120.0,17,26697.703375
100.0,17,26699.393695
100.0,23,26701.716731
100.0,21,26703.803725
-40.0,17,26705.549905
120.0,23,26708.043298
100.0,19,26710.114105
100.0,23,26712.55642
100.0,25,26714.961654
100.0,25,26717.441731
100.0,25,26719.915542
100.0,32,26723.065638
100.0,102,26733.555799
100.0,19,26735.66262
100.0,19,26737.397547
100.0,19,26739.478587
-40.0,36,26743.069151
120.0,19,26745.080061
100.0,19,26747.181715
100.0,23,26749.341773
-70.0,7,26750.085581
-20.0,15,26751.70931
120.0,25,26753.979749
100.0,23,26756.475131
100.0,23,26758.831822
100.0,21,26760.900023
100.0,27,26763.780672
-70.0,7,26764.233871
120.0,21,26766.430141
100.0,21,26768.42385
-40.0,16,26770.024668
-20.0,15,26771.589298
120.0,21,26773.697892
100.0,19,26775.735333
100.0,25,26778.182396
-70.0,12,26779.452543
-50.0,5,26779.850796
120.0,23,26782.276825
100.0,25,26784.670479
100.0,40,26788.687638
100.0,21,26790.824307
100.0,19,26792.860113
100.0,79,26801.105139
100.0,23,26803.390362
100.0,31,26806.400007
100.0,45,26811.294658
100.0,36,26815.070505
100.0,19,26816.846463
100.0,39,26820.739142
100.0,62,26827.207945
100.0,42,26831.414186
-70.0,20,26833.494294
120.0,19,26835.52323
100.0,26,26837.91288
100.0,17,26839.813926
100.0,26,26842.273788
100.0,23,26844.798235
100.0,19,26846.769529
100.0,17,26848.472314
100.0,19,26850.432344
100.0,19,26852.206429
100.0,36,26855.871372
100.0,19,26857.970422
100.0,19,26859.989348
-60.0,12,26861.177653
-20.0,17,26862.660497
120.0,26,26865.365868
100.0,28,26868.269872
100.0,25,26870.690151
100.0,26,26873.238143
100.0,29,26876.432808
100.0,21,26878.442845
100.0,25,26880.936435
100.0,23,26883.488793
100.0,25,26885.859061
100.0,21,26887.9694
100.0,21,26890.352239
100.0,17,26892.077271
-70.0,10,26892.893434
120.0,21,26895.23072
100.0,23,26897.320708
100.0,22,26899.730984
100.0,19,26901.732038
100.0,22,26903.744418
100.0,25,26906.260084
100.0,25,26909.088699
100.0,21,26911.223579
100.0,19,26913.238284
100.0,21,26915.310762
100.0,21,26917.295935
100.0,19,26919.375566
100.0,28,26922.234679
100.0,19,26924.354072
100.0,17,26926.01525
100.0,39,26929.98655
100.0,19,26931.768137
100.0,23,26934.245169
100.0,17,26935.972542
-70.0,13,26937.39054
-50.0,43,26941.537727
-50.0,89,26950.985556
-20.0,29,26953.834821
120.0,21,26955.95516
100.0,25,26958.461398
100.0,17,26960.424862
100.0,19,26962.15971
100.0,17,26964.172628
100.0,41,26968.415599
100.0,82,26976.817284
100.0,30,26979.898849
100.0,21,26981.917172
100.0,19,26983.892164
100.0,23,26986.332464
100.0,17,26987.937485
100.0,17,26989.599967
100.0,21,26991.715223
100.0,25,26994.501821
100.0,17,26996.203237
100.0,19,26998.225314
100.0,23,27000.458823
100.0,21,27002.820582
100.0,17,27004.588878
100.0,29,27007.476415
100.0,21,27009.525626
100.0,21,27011.901641
100.0,36,27015.631979
-40.0,15,27016.947243
120.0,27,27019.734442
100.0,17,27021.334223
100.0,19,27023.292566
100.0,19,27025.282953
100.0,28,27028.1387
100.0,17,27029.826697
-60.0,12,27030.931614
120.0,19,27032.9864
100.0,19,27034.8933
100.0,31,27037.869753
100.0,21,27040.245819
100.0,22,27042.171489
100.0,17,27043.916241
100.0,23,27046.335359
-70.0,3,27046.680787
120.0,17,27048.356931
100.0,19,27050.44469
100.0,19,27052.332811
100.0,17,27054.044987
100.0,17,27055.709749
100.0,19,27057.67434
-70.0,15,27059.231833
120.0,31,27062.111373
100.0,24,27064.415472
-60.0,16,27066.038946
120.0,23,27068.493001
100.0,23,27070.885879
-40.0,13,27072.142064
120.0,19,27074.072878
100.0,19,27076.066
100.0,31,27079.034646
100.0,17,27080.99252
100.0,17,27082.761081
-70.0,15,27084.349548
120.0,43,27088.641961
-70.0,3,27088.980523
120.0,33,27092.387608
100.0,17,27094.45247
100.0,21,27096.441926
100.0,21,27098.414523
100.0,23,27100.785619
100.0,29,27103.615389
-70.0,5,27103.963972
120.0,19,27106.018739
100.0,19,27108.054452
100.0,17,27109.671426
100.0,17,27111.367908
100.0,17,27113.278981
100.0,25,27115.83653
100.0,17,27117.608709
100.0,17,27119.289287
100.0,17,27121.24287
100.0,21,27123.286128
100.0,17,27124.891504
100.0,21,27126.993557
100.0,19,27128.987767
100.0,19,27131.001069
100.0,19,27133.013421
100.0,17,27134.643704
100.0,19,27136.67142
100.0,19,27138.3824
100.0,17,27140.299727
100.0,21,27142.316948
100.0,17,27144.034827
-40.0,18,27145.97784
120.0,17,27147.64422
100.0,17,27149.374598
100.0,19,27151.330649
100.0,19,27153.30786
-60.0,10,27154.127687
-20.0,14,27155.60597
120.0,26,27158.172225
100.0,17,27159.813072
100.0,17,27161.814261
100.0,21,27163.797447
100.0,19,27165.8859
100.0,19,27167.60619
100.0,21,27169.836069
100.0,17,27171.656649
100.0,25,27174.165342
100.0,17,27175.834824
100.0,29,27179.157995
100.0,23,27181.269549
100.0,23,27183.736994
100.0,21,27185.863432
-40.0,14,27187.390853
120.0,17,27189.147517
100.0,21,27191.181356
100.0,17,27193.14946
100.0,21,27195.168852
100.0,21,27197.240102
100.0,21,27199.219895
100.0,17,27201.248539
100.0,19,27203.071553
100.0,19,27205.064851
100.0,17,27206.865689
-40.0,17,27208.808613
120.0,38,27212.650328
-40.0,25,27215.077389
120.0,19,27217.089661
100.0,21,27219.133616
-40.0,18,27221.011345
120.0,21,27223.172268
100.0,21,27225.381284
100.0,17,27227.413241
100.0,17,27229.177821
100.0,19,27231.121546
100.0,31,27234.075791
100.0,19,27236.094038
100.0,31,27239.376771
100.0,20,27241.445595
100.0,17,27243.150501
100.0,19,27245.263382
100.0,17,27246.892732
100.0,27,27249.784674
100.0,44,27254.359073
100.0,19,27256.417121
100.0,17,27258.111705
100.0,23,27260.477818
-70.0,5,27260.895823
-50.0,7,27261.640934
120.0,37,27265.397596
100.0,19,27267.34849
100.0,19,27269.15833
100.0,23,27271.577443
100.0,19,27273.551816
100.0,21,27275.661141
100.0,17,27277.371889
100.0,19,27279.477894
100.0,23,27281.779708
100.0,17,27283.562662
100.0,21,27285.602139
100.0,21,27288.003619
100.0,30,27291.020545
100.0,51,27296.341393
100.0,17,27298.151073
100.0,21,27300.245077
-60.0,10,27301.391694
120.0,19,27303.368325
100.0,26,27305.859873
100.0,17,27307.434985
100.0,17,27309.431556
100.0,17,27311.13645
100.0,23,27313.530248
100.0,20,27315.486603
100.0,17,27317.151106
100.0,17,27318.84758
-70.0,3,27319.237182
120.0,31,27322.471946
100.0,17,27324.096024
100.0,19,27326.15418
100.0,19,27327.852033
100.0,17,27329.846594
100.0,17,27331.544686
100.0,19,27333.607946
100.0,19,27335.360292
100.0,19,27337.348458
100.0,35,27340.989655
100.0,23,27343.415789
-70.0,3,27343.497682
120.0,21,27345.881818
100.0,17,27347.559294
100.0,17,27349.221156
100.0,17,27350.849818
100.0,17,27352.804674
100.0,19,27354.512004
-60.0,10,27355.611663
120.0,17,27357.317394
100.0,19,27359.372996
100.0,17,27361.15554
100.0,23,27363.514762
100.0,21,27365.555858
100.0,17,27367.287274
-40.0,13,27368.769518
120.0,23,27370.917019
100.0,21,27373.286267
100.0,19,27375.048562
100.0,21,27377.434049
100.0,19,27379.171734
100.0,21,27381.550763
100.0,17,27383.258184
100.0,17,27384.9037
100.0,23,27387.260618
100.0,17,27388.96544
100.0,63,27395.454077
100.0,19,27397.496188
100.0,19,27399.181322
-40.0,46,27404.031525
120.0,19,27406.107591
100.0,19,27407.799184
100.0,21,27410.2186
100.0,19,27411.981809
100.0,21,27414.362525
100.0,25,27416.849103
100.0,21,27418.894196
100.0,17,27420.645439
100.0,21,27423.01369
100.0,17,27424.658945
100.0,23,27427.078547
100.0,19,27428.815746
100.0,19,27430.817422
100.0,19,27432.923021
100.0,21,27434.940814
-40.0,13,27436.137669
120.0,19,27438.180328
100.0,19,27440.241026
100.0,19,27442.213224
100.0,21,27444.339036
100.0,18,27446.133043
100.0,17,27448.114193
-60.0,12,27449.283739
120.0,19,27451.1363
100.0,25,27453.823526
100.0,21,27455.878417
100.0,21,27457.972385
100.0,17,27459.740625
100.0,21,27462.145691
100.0,17,27463.834761
100.0,21,27465.910026
100.0,19,27467.895953
100.0,23,27470.157279
100.0,23,27472.180407
100.0,19,27474.191089
-60.0,16,27475.851324
120.0,19,27477.877696
100.0,19,27479.933035
100.0,22,27481.968959
100.0,19,27484.017364
100.0,17,27485.677862
100.0,31,27488.85422
100.0,19,27490.878884
100.0,17,27492.59827
100.0,21,27494.754741
100.0,19,27496.830384
100.0,21,27498.901422
100.0,21,27500.967777
100.0,19,27502.985754
100.0,24,27505.38283
100.0,19,27507.385269
100.0,19,27509.371632
100.0,23,27511.551423
100.0,19,27513.580345
-40.0,22,27515.924363
120.0,19,27517.693207
100.0,19,27519.619826
100.0,19,27521.713523
100.0,23,27524.108007
100.0,19,27525.855757
100.0,19,27527.907278
100.0,17,27529.591265
100.0,19,27531.535478
100.0,19,27533.571288
100.0,19,27535.608112
100.0,19,27537.314996
100.0,17,27539.23879
100.0,19,27540.994408
100.0,30,27544.090261
100.0,17,27545.778324
100.0,21,27547.826336
100.0,19,27549.885062
100.0,17,27551.573476
100.0,19,27553.489756
100.0,19,27555.575655
100.0,19,27557.556411
100.0,19,27559.357627
100.0,21,27561.718263
100.0,17,27563.333215
100.0,25,27565.865346
100.0,23,27568.135462
100.0,21,27570.210794
100.0,17,27571.919889
100.0,17,27573.86243
100.0,19,27575.656141
100.0,21,27578.043578
100.0,19,27579.809776
100.0,21,27582.085069
100.0,47,27586.616904
100.0,19,27588.620105
100.0,19,27590.639681
100.0,17,27592.3964
100.0,19,27594.45629
100.0,17,27596.127578
100.0,21,27598.193082
-40.0,22,27600.56122
120.0,21,27602.625006
100.0,19,27604.633985
100.0,17,27606.375707
100.0,17,27608.131898
100.0,23,27610.553984
-70.0,3,27610.897793
-20.0,17,27612.501517
120.0,17,27614.209818
100.0,21,27616.35441
100.0,17,27618.00854
100.0,17,27619.627139
100.0,21,27621.640678
100.0,17,27623.47727
100.0,25,27625.892198
100.0,19,27627.829759
-60.0,10,27628.719588
120.0,17,27630.343336
100.0,22,27632.748045
100.0,23,27635.058115
100.0,23,27637.179746
100.0,17,27639.255074
100.0,23,27641.350761
100.0,21,27643.580713
100.0,17,27645.368457
100.0,19,27647.413609
100.0,19,27649.131515
100.0,21,27651.421572
100.0,17,27653.131695
100.0,17,27654.804169
100.0,20,27656.916368
100.0,17,27658.64344
100.0,19,27660.6144
100.0,19,27662.54343
100.0,17,27664.280576
100.0,17,27666.013138
100.0,21,27668.359308
100.0,19,27670.132481
100.0,19,27672.210904
100.0,21,27674.349593
100.0,17,27676.269808
100.0,19,27677.949473
100.0,21,27680.252734
100.0,19,27681.978017
-40.0,15,27683.540029
120.0,23,27685.908356
100.0,19,27687.900039
100.0,17,27689.591669
100.0,19,27691.569437
100.0,19,27693.382012
-60.0,22,27695.563189
120.0,37,27699.391597
100.0,17,27701.123153
100.0,19,27703.077164
100.0,17,27704.74992
100.0,21,27707.117222
100.0,19,27708.877549
-70.0,3,27709.215878
120.0,21,27711.226481
100.0,21,27713.632989
100.0,17,27715.332722
100.0,19,27717.355339
100.0,23,27719.548395
100.0,17,27721.47483
100.0,17,27723.218431
100.0,21,27725.306679
100.0,19,27727.330137
100.0,17,27729.060133
-70.0,3,27729.406296
120.0,17,27731.083001
100.0,19,27733.145429
100.0,21,27735.14136
100.0,19,27737.252855
-60.0,12,27738.432591
120.0,23,27740.777415
100.0,17,27742.521897
-40.0,18,27744.136719
120.0,17,27746.078631
100.0,17,27747.733583
100.0,17,27749.387362
100.0,17,27751.079181
100.0,17,27753.160684
100.0,17,27754.759662
100.0,21,27756.914305
100.0,21,27758.918298
100.0,21,27761.193425
100.0,17,27762.884872
100.0,17,27764.537247
100.0,22,27766.881896
100.0,25,27769.342825
100.0,19,27771.438159
100.0,17,27773.024288
100.0,17,27774.793837
100.0,21,27776.738084
100.0,17,27778.686321
100.0,17,27780.366752
100.0,17,27782.064603
100.0,23,27784.418273
100.0,17,27786.15628
100.0,17,27787.850794
100.0,17,27789.859357
100.0,19,27791.684162
100.0,21,27793.949564
100.0,19,27795.770279
100.0,17,27797.667822
100.0,17,27799.402482
100.0,25,27801.858521
100.0,28,27804.623229
100.0,21,27806.671425
-70.0,5,27807.425753
120.0,17,27809.164097
-60.0,10,27810.005839
120.0,21,27812.365309
100.0,23,27814.362861
100.0,17,27816.350613
100.0,17,27818.093639
100.0,45,27822.562749
100.0,17,27824.359372
100.0,19,27826.415828
100.0,21,27828.586774
100.0,20,27830.587642
100.0,19,27832.579682
100.0,30,27835.74117
100.0,19,27837.46935
100.0,21,27839.779061
100.0,19,27841.513435
100.0,23,27843.921939
100.0,19,27845.847176
100.0,25,27848.273672
100.0,21,27850.276387
100.0,19,27852.389979
100.0,19,27854.374017
100.0,17,27856.097151
100.0,19,27858.150152
100.0,21,27860.186222
100.0,19,27862.2509
100.0,19,27864.269246
100.0,17,27866.009173
100.0,21,27868.078865
100.0,23,27870.383033
100.0,21,27872.476787
-60.0,10,27873.550344
120.0,19,27875.320716
100.0,17,27877.264587
100.0,17,27878.952035
100.0,17,27880.669614
100.0,32,27883.915572
100.0,21,27886.002792
100.0,23,27888.39268
100.0,17,27890.125232
100.0,25,27892.815007
100.0,17,27894.563555
100.0,19,27896.593467
-70.0,9,27897.283887
120.0,17,27899.080703
100.0,19,27901.043545
100.0,17,27902.676578
100.0,28,27905.557928
-70.0,3,27905.91089
-40.0,12,27907.099575
120.0,27,27909.830992
100.0,19,27911.501289
100.0,17,27913.479329
100.0,23,27915.466899
100.0,21,27917.779406
100.0,19,27919.567966
100.0,19,27921.581436
100.0,19,27923.600445
100.0,21,27925.666808
100.0,23,27928.05275
100.0,17,27929.763579
100.0,23,27932.102946
100.0,23,27934.483389
100.0,17,27936.1741
100.0,17,27937.85845
100.0,19,27939.849046
100.0,17,27941.41177
100.0,21,27943.470608
100.0,19,27945.607217
100.0,17,27947.249034
100.0,19,27949.299061
100.0,29,27952.248696
100.0,17,27954.315988
100.0,19,27956.017007
100.0,21,27958.344199
100.0,18,27960.13107
100.0,17,27961.890589
100.0,23,27964.261671
100.0,33,27967.650514
100.0,17,27969.55345
100.0,21,27971.641242
100.0,21,27973.689317
100.0,17,27975.394978
100.0,19,27977.429928
100.0,24,27979.849087
100.0,17,27981.581825
100.0,19,27983.708103
100.0,17,27985.342184
100.0,26,27988.14607
-40.0,15,27989.74786
120.0,25,27992.144127
100.0,17,27993.885849
100.0,17,27995.539095
100.0,21,27997.832823
100.0,19,27999.654184
100.0,19,28001.666677
100.0,19,28003.720253
100.0,19,28005.707117
100.0,17,28007.451711
100.0,17,28009.089883
100.0,19,28011.116632
-70.0,3,28011.465482
120.0,18,28013.094763
100.0,23,28015.657399
100.0,17,28017.347987
100.0,17,28019.055601
100.0,19,28021.058336
100.0,17,28022.750421
100.0,21,28025.046719
100.0,19,28026.833181
100.0,17,28028.799207
100.0,17,28030.495297
100.0,17,28032.210521
-70.0,5,28032.604753
120.0,17,28034.61357
100.0,17,28036.316598
100.0,17,28037.905188
100.0,17,28039.598533
100.0,17,28041.559759
100.0,23,28043.572118
100.0,19,28045.539225
100.0,19,28047.641543
100.0,19,28049.627933
100.0,17,28051.314098
-40.0,15,28052.874494
120.0,17,28054.566881
100.0,19,28056.641998
100.0,23,28058.817459
100.0,17,28060.800934
100.0,21,28062.877503
100.0,17,28064.651594
100.0,17,28066.331081
100.0,19,28068.274606
100.0,17,28070.13762
-70.0,5,28070.842423
120.0,21,28072.796203
100.0,19,28074.850211
100.0,19,28076.534435
100.0,19,28078.560891
100.0,19,28080.611378
100.0,17,28082.339061
100.0,17,28084.057981
100.0,19,28086.179726
100.0,25,28088.553232
100.0,17,28090.582504
100.0,19,28092.341923
100.0,21,28094.643537
100.0,17,28096.294787
100.0,21,28098.303366
100.0,17,28099.980239
100.0,17,28102.053999
